Agency;Distribution;Industry;LOB;Master Agency;Office;Pol Eff Yrmo;Pol Proc Yrmo;POL_EFF_Yr;Policy ID;Risk State;Snapshot Date;F23;Issues;New Issued Premium;Number of Records;Quotes;Rateable Manual Premium;Rateable Manual Schedule Premium
V2;Agency Plant;Technology;BOP;Master Agent V;CE;1.12.2019;1.10.2019;2019;9473924;NJ;12/31/2019;;1;1587,11;1;1;2009;1587,11
N/A;Direct;Finance & Insurance;Auto;N/A;WE;1.09.2019;1.12.2019;2019;2749345;FL;12/31/2019;;0;;1;1;4234;3429,54
C8;Agency Plant;Technology;BOP;Master Agent C;CE;1.01.2019;1.11.2019;2019;4970129;NY;12/31/2019;;1;1848,7;1;1;1946;1848,7
N/A;Direct;Restaurants;BOP;N/A;CE;1.12.2019;1.11.2019;2019;6569502;TX;12/31/2019;;0;;1;1;16840;14819,2
T2;Agency Plant;Retail Trade;BOP;Master Agent T;NE;1.09.2019;1.10.2019;2019;17464386;MS;12/31/2019;;1;4541,46;1;1;5898;4541,46
N/A;Direct;Wholesale Trade;BOP;N/A;NE;1.04.2019;1.02.2019;2019;45012254;ME;12/31/2019;;1;5278,26;1;1;5226;5278,26
N/A;Direct;Technology;WC;N/A;WE;1.10.2019;1.07.2019;2019;155285;OR;12/31/2019;;1;4594,08;1;1;4504;4594,08
N/A;Other;Restaurants;WC;N/A;SE;1.01.2019;1.03.2019;2019;28481109;SC;12/31/2019;;1;6039,8;1;1;6565;6039,8
M7;Agency Plant;Consulting;BOP;Master Agent M;CE;1.08.2019;1.10.2019;2019;3815469;FL;12/31/2019;;0;;1;1;3913;4069,52
E1;Agency Plant;Retail Trade;BOP;Master Agent E;NE;1.08.2019;1.02.2019;2019;2951935;WA;12/31/2019;;0;;1;1;2634;2818,38
V7;Agency Plant;Restaurants;WC;Master Agent V;CE;1.07.2019;1.02.2019;2019;10344438;NJ;12/31/2019;;0;;1;1;7919;6018,44
T1;Agency Plant;Consulting;BOP;Master Agent T;CE;1.06.2019;1.03.2019;2019;90542225;IL;12/31/2019;;1;4932,72;1;1;5304;4932,72
N/A;Other;Transportation;BOP;N/A;SE;1.04.2019;1.12.2019;2019;66334246;NJ;12/31/2019;;0;;1;1;3242;2950,22
N/A;Direct;Restaurants;BOP;N/A;MW;1.10.2019;1.10.2019;2019;9902019;WA;12/31/2019;;0;;1;1;4511;4781,66
N/A;Direct;Restaurants;BOP;N/A;SE;1.06.2019;1.02.2019;2019;67651172;MN;12/31/2019;;0;;1;1;5811;5752,89
N/A;Direct;Agriculture;BOP;N/A;CE;1.02.2019;1.09.2019;2019;38142095;AL;12/31/2019;;0;;1;1;5236;4502,96
R5;Agency Plant;Technology;Auto;Master Agent R;WE;1.01.2019;1.10.2019;2019;120832211;NC;12/31/2019;;1;1517,76;1;1;1581;1517,76
I8;Agency Plant;Other;BOP;Master Agent I;SE;1.04.2019;1.09.2019;2019;8431006;ID;12/31/2019;;0;;1;1;4824;4920,48
N/A;Direct;Technology;WC;N/A;SE;1.05.2019;1.03.2019;2019;122741366;CA;12/31/2019;;1;2080,34;1;1;2537;2080,34
A5;Agency Plant;Consulting;BOP;Master Agent A;NE;1.10.2019;1.04.2019;2019;59322546;FL;12/31/2019;;0;;1;1;1725;1794
N1;Agency Plant;Technology;BOP;Master Agent N;SE;1.08.2019;1.05.2019;2019;3426902;WA;12/31/2019;;1;3988,08;1;1;4584;3988,08
N/A;Direct;Agriculture;Auto;N/A;SE;1.07.2019;1.02.2019;2019;119322947;SC;12/31/2019;;0;;1;1;10902;10574,94
P8;Agency Plant;Retail Trade;BOP;Master Agent P;NE;1.08.2019;1.08.2019;2019;86683524;MD;12/31/2019;;0;;1;1;7435;6542,8
Y6;Agency Plant;Retail Trade;BOP;Master Agent Y;CE;1.02.2019;1.11.2019;2019;31843256;NY;12/31/2019;;1;2623,53;1;1;2883;2623,53
Z7;Agency Plant;Technology;WC;Master Agent Z;CE;1.10.2019;1.05.2019;2019;79911113;OR;12/31/2019;;1;1362,24;1;1;1419;1362,24
N/A;Direct;Transportation;WC;N/A;SE;1.10.2019;1.07.2019;2019;8931560;CA;12/31/2019;;0;;1;1;3099;3068,01
S2;Agency Plant;Retail Trade;BOP;Master Agent S;CE;1.04.2019;1.01.2019;2019;358749;SC;12/31/2019;;0;;1;1;1015;984,55
S3;Agency Plant;Finance & Insurance;BOP;Master Agent S;SE;1.07.2019;1.10.2019;2019;67331546;OH;12/31/2019;;0;;1;1;1973;1894,08
N/A;Other;Restaurants;WC;N/A;WE;1.07.2019;1.10.2019;2019;48643218;CA;12/31/2019;;0;;1;1;13095;11392,65
N/A;Direct;Construction;WC;N/A;SE;1.02.2019;1.03.2019;2019;371124;IA;12/31/2019;;1;7475,58;1;1;7329;7475,58
N/A;Direct;Consulting;WC;N/A;SE;1.06.2019;1.03.2019;2019;88433114;CT;12/31/2019;;1;1755,6;1;1;2310;1755,6
U2;Agency Plant;Wholesale Trade;BOP;Master Agent U;CE;1.12.2019;1.09.2019;2019;91601382;DC;12/31/2019;;0;;1;1;8909;9710,81
T4;Agency Plant;Retail Trade;WC;Master Agent T;SE;1.09.2019;1.09.2019;2019;12243106;OR;12/31/2019;;1;4282,3;1;1;5038;4282,3
N/A;Direct;Construction;BOP;N/A;NE;1.10.2019;1.06.2019;2019;77774157;NY;12/31/2019;;0;;1;1;5589;5980,23
N/A;Other;Restaurants;BOP;N/A;SE;1.10.2019;1.10.2019;2019;76702260;NY;12/31/2019;;0;;1;1;5653;4409,34
N/A;Direct;Wholesale Trade;BOP;N/A;NE;1.11.2019;1.03.2019;2019;3101779;NY;12/31/2019;;0;;1;1;4513;4964,3
K1;Agency Plant;Restaurants;BOP;Master Agent K;CE;1.12.2019;1.04.2019;2019;5585310;KY;12/31/2019;;1;12606,68;1;1;15374;12606,68
U2;Agency Plant;Consulting;WC;Master Agent U;SE;1.06.2019;1.05.2019;2019;56143609;WA;12/31/2019;;1;4166,4;1;1;3968;4166,4
O6;Agency Plant;Finance & Insurance;BOP;Master Agent O;SE;1.12.2019;1.10.2019;2019;114283585;VA;12/31/2019;;0;;1;1;2360;1935,2
O1;Agency Plant;Restaurants;BOP;Master Agent O;MW;1.10.2019;1.09.2019;2019;62624539;FL;12/31/2019;;0;;1;1;3828;3981,12
N/A;Direct;Restaurants;BOP;N/A;NE;1.06.2019;1.07.2019;2019;38054482;MA;12/31/2019;;0;;1;1;3498;3847,8
N/A;Direct;Transportation;Auto;N/A;SE;1.02.2019;1.01.2019;2019;40002303;TX;12/31/2019;;1;4050,41;1;1;4451;4050,41
J4;Agency Plant;Consulting;BOP;Master Agent J;CE;1.07.2019;1.02.2019;2019;50062167;TX;12/31/2019;;0;;1;1;5388;5172,48
K3;Agency Plant;Restaurants;Auto;Master Agent K;NE;1.10.2019;1.10.2019;2019;4391909;KY;12/31/2019;;0;;1;1;14794;15977,52
G7;Agency Plant;Restaurants;BOP;Master Agent G;MW;1.06.2019;1.11.2019;2019;18381145;MT;12/31/2019;;0;;1;1;14741;12824,67
N/A;Other;Real Estate;WC;N/A;SE;1.10.2019;1.10.2019;2019;54634522;TX;12/31/2019;;0;;1;1;7318;6073,94
N/A;Direct;Technology;BOP;N/A;NE;1.12.2019;1.08.2019;2019;56511841;WI;12/31/2019;;1;1749,33;1;1;1881;1749,33
V4;Agency Plant;Real Estate;BOP;Master Agent V;MW;1.08.2019;1.04.2019;2019;40342729;TX;12/31/2019;;0;;1;1;10299;9063,12
N/A;Other;Retail Trade;Auto;N/A;NE;1.07.2019;1.11.2019;2019;104492743;PA;12/31/2019;;0;;1;1;5310;4354,2
B1;Agency Plant;Finance & Insurance;BOP;Master Agent B;CE;1.09.2019;1.08.2019;2019;112604245;WA;12/31/2019;;0;;1;1;3013;2320,01
N/A;Direct;Wholesale Trade;BOP;N/A;WE;1.03.2019;1.07.2019;2019;64853995;NJ;12/31/2019;;1;5365,6;1;1;6707;5365,6
B1;Agency Plant;Wholesale Trade;BOP;Master Agent B;CE;1.04.2019;1.01.2019;2019;14363712;FL;12/31/2019;;0;;1;1;3003;2792,79
H8;Agency Plant;Restaurants;WC;Master Agent H;CE;1.02.2019;1.10.2019;2019;35691789;FL;12/31/2019;;0;;1;1;8791;8703,09
P6;Agency Plant;Restaurants;WC;Master Agent P;CE;1.11.2019;1.01.2019;2019;73762826;PA;12/31/2019;;0;;1;1;10666;9279,42
N/A;Direct;Retail Trade;BOP;N/A;MW;1.09.2019;1.10.2019;2019;8723414;CA;12/31/2019;;0;;1;1;7937;7619,52
V6;Agency Plant;Technology;WC;Master Agent V;NE;1.09.2019;1.01.2019;2019;82361081;MD;12/31/2019;;1;3435,74;1;1;3542;3435,74
L1;Agency Plant;Finance & Insurance;BOP;Master Agent L;CE;1.01.2019;1.07.2019;2019;4393309;MT;12/31/2019;;1;1242,15;1;1;1183;1242,15
D2;Agency Plant;Real Estate;BOP;Master Agent D;CE;1.06.2019;1.01.2019;2019;23092084;CT;12/31/2019;;0;;1;1;10122;11134,2
T8;Agency Plant;Retail Trade;Auto;Master Agent T;WE;1.07.2019;1.06.2019;2019;59243077;VA;12/31/2019;;0;;1;1;3800;2850
I3;Agency Plant;Retail Trade;WC;Master Agent I;CE;1.04.2019;1.01.2019;2019;38062890;NC;12/31/2019;;1;5003,7;1;1;6415;5003,7
S3;Agency Plant;Retail Trade;WC;Master Agent S;WE;1.10.2019;1.08.2019;2019;94932821;MO;12/31/2019;;1;5551,4;1;1;6770;5551,4
N/A;Direct;Retail Trade;BOP;N/A;SE;1.07.2019;1.10.2019;2019;47003763;CA;12/31/2019;;0;;1;1;2773;2717,54
N/A;Other;Restaurants;BOP;N/A;WE;1.06.2019;1.07.2019;2019;112933719;GA;12/31/2019;;0;;1;1;4205;4289,1
H1;Agency Plant;Restaurants;WC;Master Agent H;CE;1.09.2019;1.12.2019;2019;936212;CA;12/31/2019;;1;15409,9;1;1;14009;15409,9
J1;Agency Plant;Restaurants;WC;Master Agent J;WE;1.09.2019;1.07.2019;2019;31181550;GA;12/31/2019;;0;;1;1;16897;17741,85
N/A;Direct;Finance & Insurance;WC;N/A;SE;1.05.2019;1.01.2019;2019;89222456;SC;12/31/2019;;0;;1;1;4302;4646,16
C4;Agency Plant;Real Estate;BOP;Master Agent C;MW;1.01.2019;1.09.2019;2019;72683467;VA;12/31/2019;;0;;1;1;7175;7318,5
S3;Agency Plant;Retail Trade;BOP;Master Agent S;CE;1.07.2019;1.07.2019;2019;107454365;RI;12/31/2019;;0;;1;1;6288;5596,32
N/A;Other;Retail Trade;BOP;N/A;WE;1.12.2019;1.01.2019;2019;107943828;SC;12/31/2019;;0;;1;1;2095;2241,65
O6;Agency Plant;Agriculture;WC;Master Agent O;CE;1.10.2019;1.07.2019;2019;10283820;NY;12/31/2019;;0;;1;1;9418;7722,76
O4;Agency Plant;Retail Trade;BOP;Master Agent O;NE;1.05.2019;1.10.2019;2019;85502764;FL;12/31/2019;;0;;1;1;6523;4957,48
N/A;Direct;Retail Trade;BOP;N/A;SE;1.10.2019;1.11.2019;2019;47994095;IL;12/31/2019;;1;7397,46;1;1;7182;7397,46
N/A;Direct;Retail Trade;WC;N/A;CE;1.12.2019;1.10.2019;2019;250499;CA;12/31/2019;;0;;1;1;4380;3679,2
N/A;Direct;Retail Trade;BOP;N/A;SE;1.10.2019;1.07.2019;2019;17212595;MN;12/31/2019;;1;2756,6;1;1;3580;2756,6
X2;Agency Plant;Consulting;WC;Master Agent X;MW;1.06.2019;1.04.2019;2019;11616111;TX;12/31/2019;;0;;1;1;2304;2004,48
Z6;Agency Plant;Retail Trade;WC;Master Agent Z;NE;1.12.2019;1.05.2019;2019;791137;UT;12/31/2019;;1;5048,1;1;1;5609;5048,1
G4;Agency Plant;Consulting;BOP;Master Agent G;NE;1.11.2019;1.07.2019;2019;5175768;GA;12/31/2019;;0;;1;1;1556;1400,4
S8;Agency Plant;Restaurants;WC;Master Agent S;WE;1.02.2019;1.08.2019;2019;42421322;TX;12/31/2019;;0;;1;1;4220;4177,8
Y2;Agency Plant;Finance & Insurance;BOP;Master Agent Y;SE;1.01.2019;1.08.2019;2019;79713468;NY;12/31/2019;;0;;1;1;1359;1494,9
I7;Agency Plant;Consulting;BOP;Master Agent I;CE;1.06.2019;1.11.2019;2019;60391976;NJ;12/31/2019;;0;;1;1;4849;3782,22
N/A;Direct;Retail Trade;BOP;N/A;CE;1.03.2019;1.09.2019;2019;26082582;MT;12/31/2019;;1;1019,96;1;1;1186;1019,96
N/A;Direct;Real Estate;BOP;N/A;MW;1.06.2019;1.01.2019;2019;20011423;CA;12/31/2019;;1;14979,72;1;1;17833;14979,72
C8;Agency Plant;Retail Trade;WC;Master Agent C;SE;1.09.2019;1.05.2019;2019;6290512;NY;12/31/2019;;1;1285,2;1;1;1260;1285,2
X8;Agency Plant;Consulting;Auto;Master Agent X;SE;1.01.2019;1.05.2019;2019;7516255;TX;12/31/2019;;0;;1;1;4268;4396,04
N/A;Other;Agriculture;BOP;N/A;CE;1.10.2019;1.10.2019;2019;19161834;NY;12/31/2019;;0;;1;1;5802;5337,84
N/A;Direct;Construction;Auto;N/A;NE;1.05.2019;1.01.2019;2019;50183956;CA;12/31/2019;;0;;1;1;12014;9971,62
B3;Agency Plant;Real Estate;BOP;Master Agent B;SE;1.05.2019;1.04.2019;2019;60871731;NC;12/31/2019;;1;9511,56;1;1;8807;9511,56
V7;Agency Plant;Restaurants;Auto;Master Agent V;SE;1.10.2019;1.01.2019;2019;3984117;KY;12/31/2019;;0;;1;1;9809;9416,64
V1;Agency Plant;Restaurants;BOP;Master Agent V;SE;1.11.2019;1.01.2019;2019;557979;MI;12/31/2019;;1;10619,18;1;1;13442;10619,18
N/A;Direct;Technology;WC;N/A;CE;1.06.2019;1.12.2019;2019;78111827;NY;12/31/2019;;0;;1;1;2779;2167,62
N/A;Direct;Restaurants;BOP;N/A;NE;1.05.2019;1.02.2019;2019;10264760;KS;12/31/2019;;0;;1;1;11058;8625,24
N/A;Direct;Finance & Insurance;BOP;N/A;MW;1.10.2019;1.08.2019;2019;30523435;WI;12/31/2019;;0;;1;1;5009;5309,54
N/A;Direct;Agriculture;BOP;N/A;WE;1.11.2019;1.03.2019;2019;99513606;TX;12/31/2019;;0;;1;1;5046;3935,88
Q3;Agency Plant;Wholesale Trade;BOP;Master Agent Q;NE;1.08.2019;1.03.2019;2019;59231788;MO;12/31/2019;;1;6705,6;1;1;8382;6705,6
Y3;Agency Plant;Consulting;BOP;Master Agent Y;SE;1.09.2019;1.02.2019;2019;13303390;KS;12/31/2019;;0;;1;1;2798;2154,46
Z5;Agency Plant;Finance & Insurance;BOP;Master Agent Z;NE;1.04.2019;1.02.2019;2019;116182644;WA;12/31/2019;;1;2912,64;1;1;3034;2912,64
V4;Agency Plant;Technology;WC;Master Agent V;SE;1.09.2019;1.10.2019;2019;80704149;NY;12/31/2019;;0;;1;1;3964;2973
X1;Agency Plant;Real Estate;Auto;Master Agent X;SE;1.07.2019;1.06.2019;2019;32622957;NC;12/31/2019;;1;5619,46;1;1;6853;5619,46
N/A;Direct;Transportation;BOP;N/A;NE;1.11.2019;1.02.2019;2019;30474178;FL;12/31/2019;;0;;1;1;3004;3154,2
I5;Agency Plant;Construction;Auto;Master Agent I;WE;1.08.2019;1.05.2019;2019;65311939;CA;12/31/2019;;0;;1;1;13789;14754,23
Y4;Agency Plant;Wholesale Trade;Auto;Master Agent Y;CE;1.08.2019;1.03.2019;2019;3793108;TN;12/31/2019;;0;;1;1;9220;9588,8
N/A;Direct;Real Estate;BOP;N/A;NE;1.12.2019;1.10.2019;2019;45364202;CA;12/31/2019;;0;;1;1;9892;9793,08
A4;Agency Plant;Technology;BOP;Master Agent A;NE;1.02.2019;1.12.2019;2019;3041140;NY;12/31/2019;;0;;1;1;1221;1098,9
N/A;Direct;Technology;WC;N/A;WE;1.01.2019;1.08.2019;2019;12882320;TX;12/31/2019;;1;3954,36;1;1;4252;3954,36
N/A;Other;Finance & Insurance;BOP;N/A;WE;1.08.2019;1.01.2019;2019;25501354;MD;12/31/2019;;1;4156,8;1;1;4330;4156,8
V3;Agency Plant;Transportation;BOP;Master Agent V;WE;1.06.2019;1.03.2019;2019;4022219;GA;12/31/2019;;0;;1;1;1774;1827,22
R3;Agency Plant;Restaurants;Auto;Master Agent R;NE;1.06.2019;1.09.2019;2019;33532459;VA;12/31/2019;;1;15769;1;1;15769;15769
N/A;Direct;Real Estate;Auto;N/A;SE;1.08.2019;1.01.2019;2019;49622173;NY;12/31/2019;;1;20195,52;1;1;18528;20195,52
U4;Agency Plant;Finance & Insurance;Auto;Master Agent U;CE;1.03.2019;1.12.2019;2019;31483443;VA;12/31/2019;;1;5643,18;1;1;5274;5643,18
L6;Agency Plant;Retail Trade;BOP;Master Agent L;CE;1.02.2019;1.11.2019;2019;4476545;WA;12/31/2019;;0;;1;1;6789;7332,12
T2;Agency Plant;Wholesale Trade;Auto;Master Agent T;WE;1.02.2019;1.01.2019;2019;102144455;MD;12/31/2019;;1;3366,3;1;1;3435;3366,3
N/A;Other;Consulting;BOP;N/A;SE;1.08.2019;1.12.2019;2019;443792;FL;12/31/2019;;0;;1;1;2960;2812
F8;Agency Plant;Construction;BOP;Master Agent F;SE;1.01.2019;1.10.2019;2019;48464543;NC;12/31/2019;;0;;1;1;11376;10124,64
N/A;Other;Technology;WC;N/A;WE;1.07.2019;1.08.2019;2019;23101005;NV;12/31/2019;;0;;1;1;2790;2845,8
J7;Agency Plant;Restaurants;Auto;Master Agent J;WE;1.10.2019;1.10.2019;2019;103652641;TN;12/31/2019;;0;;1;1;13560;12882
N/A;Direct;Restaurants;BOP;N/A;NE;1.05.2019;1.12.2019;2019;114584142;OH;12/31/2019;;0;;1;1;10808;9511,04
H3;Agency Plant;Retail Trade;WC;Master Agent H;WE;1.06.2019;1.04.2019;2019;48442571;SD;12/31/2019;;0;;1;1;2165;1840,25
N/A;Other;Retail Trade;WC;N/A;CE;1.12.2019;1.06.2019;2019;10196914;NC;12/31/2019;;0;;1;1;6283;6597,15
N/A;Other;Transportation;Auto;N/A;WE;1.07.2019;1.12.2019;2019;48732269;CT;12/31/2019;;0;;1;1;2681;2332,47
N/A;Other;Finance & Insurance;BOP;N/A;NE;1.07.2019;1.07.2019;2019;62471819;FL;12/31/2019;;0;;1;1;4742;4172,96
Z1;Agency Plant;Consulting;BOP;Master Agent Z;NE;1.12.2019;1.10.2019;2019;108863658;AL;12/31/2019;;0;;1;1;5782;5897,64
C7;Agency Plant;Wholesale Trade;WC;Master Agent C;WE;1.06.2019;1.09.2019;2019;575342;SC;12/31/2019;;1;7227,6;1;1;7608;7227,6
Z6;Agency Plant;Transportation;BOP;Master Agent Z;SE;1.02.2019;1.03.2019;2019;76224200;NC;12/31/2019;;0;;1;1;5142;5142
N/A;Direct;Retail Trade;WC;N/A;CE;1.10.2019;1.08.2019;2019;47873619;OR;12/31/2019;;0;;1;1;3803;3308,61
N/A;Other;Technology;WC;N/A;CE;1.09.2019;1.01.2019;2019;10371044;MS;12/31/2019;;1;3914;1;1;4120;3914
D3;Agency Plant;Consulting;BOP;Master Agent D;SE;1.06.2019;1.09.2019;2019;8031507;CA;12/31/2019;;0;;1;1;3670;3523,2
Q3;Agency Plant;Finance & Insurance;BOP;Master Agent Q;WE;1.10.2019;1.06.2019;2019;46651993;OR;12/31/2019;;0;;1;1;5497;5716,88
Y6;Agency Plant;Construction;BOP;Master Agent Y;NE;1.06.2019;1.04.2019;2019;1276274;FL;12/31/2019;;0;;1;1;10485;10904,4
N/A;Other;Restaurants;BOP;N/A;NE;1.12.2019;1.10.2019;2019;5545372;FL;12/31/2019;;0;;1;1;7345;7124,65
N/A;Direct;Technology;WC;N/A;CE;1.10.2019;1.12.2019;2019;11441593;TX;12/31/2019;;1;1724,52;1;1;2053;1724,52
N/A;Other;Construction;WC;N/A;SE;1.07.2019;1.03.2019;2019;111262762;TX;12/31/2019;;1;11904,12;1;1;13842;11904,12
K8;Agency Plant;Wholesale Trade;BOP;Master Agent K;CE;1.03.2019;1.07.2019;2019;77964;GA;12/31/2019;;1;2889,82;1;1;3658;2889,82
U2;Agency Plant;Finance & Insurance;BOP;Master Agent U;MW;1.03.2019;1.10.2019;2019;392525;SC;12/31/2019;;0;;1;1;1135;862,6
N/A;Other;Real Estate;WC;N/A;SE;1.06.2019;1.01.2019;2019;2414469;KY;12/31/2019;;1;8691,84;1;1;9054;8691,84
M3;Agency Plant;Retail Trade;BOP;Master Agent M;CE;1.09.2019;1.10.2019;2019;118881183;IL;12/31/2019;;0;;1;1;2216;2127,36
N/A;Direct;Retail Trade;BOP;N/A;NE;1.12.2019;1.07.2019;2019;72494173;AL;12/31/2019;;1;6959,8;1;1;7565;6959,8
G2;Agency Plant;Technology;BOP;Master Agent G;CE;1.08.2019;1.04.2019;2019;31703813;MS;12/31/2019;;1;2146,32;1;1;2439;2146,32
S7;Agency Plant;Restaurants;BOP;Master Agent S;SE;1.07.2019;1.11.2019;2019;103002285;TX;12/31/2019;;1;5464,14;1;1;5357;5464,14
U5;Agency Plant;Restaurants;Auto;Master Agent U;CE;1.04.2019;1.04.2019;2019;74892092;CA;12/31/2019;;1;4392,36;1;1;5229;4392,36
N/A;Direct;Technology;WC;N/A;NE;1.12.2019;1.07.2019;2019;3292361;FL;12/31/2019;;1;695,7;1;1;773;695,7
N/A;Direct;Construction;WC;N/A;NE;1.06.2019;1.03.2019;2019;27161673;OH;12/31/2019;;0;;1;1;10325;11357,5
M2;Agency Plant;Technology;BOP;Master Agent M;CE;1.10.2019;1.07.2019;2019;1146853;TX;12/31/2019;;1;1851,15;1;1;1763;1851,15
N/A;Direct;Restaurants;WC;N/A;WE;1.08.2019;1.05.2019;2019;9142112;MS;12/31/2019;;0;;1;1;11832;10175,52
N/A;Direct;Retail Trade;BOP;N/A;CE;1.09.2019;1.05.2019;2019;21632729;AL;12/31/2019;;0;;1;1;5128;3846
D2;Agency Plant;Agriculture;BOP;Master Agent D;WE;1.03.2019;1.06.2019;2019;61291919;WI;12/31/2019;;0;;1;1;5146;4477,02
C5;Agency Plant;Technology;WC;Master Agent C;NE;1.02.2019;1.10.2019;2019;5548957;ND;12/31/2019;;1;862,64;1;1;1052;862,64
N/A;Direct;Restaurants;BOP;N/A;CE;1.06.2019;1.01.2019;2019;2431944;TX;12/31/2019;;0;;1;1;12401;10044,81
P7;Agency Plant;Real Estate;WC;Master Agent P;WE;1.10.2019;1.09.2019;2019;113323055;OH;12/31/2019;;1;2548,23;1;1;2523;2548,23
B5;Agency Plant;Finance & Insurance;BOP;Master Agent B;SE;1.08.2019;1.05.2019;2019;39624030;FL;12/31/2019;;1;4054,82;1;1;5266;4054,82
N/A;Direct;Technology;BOP;N/A;WE;1.11.2019;1.01.2019;2019;39061296;VA;12/31/2019;;0;;1;1;4447;4135,71
N/A;Other;Finance & Insurance;WC;N/A;WE;1.09.2019;1.02.2019;2019;58062685;NY;12/31/2019;;1;4121,04;1;1;5352;4121,04
N/A;Direct;Finance & Insurance;BOP;N/A;NE;1.06.2019;1.09.2019;2019;6351329;GA;12/31/2019;;0;;1;1;2911;2474,35
N/A;Direct;Technology;WC;N/A;NE;1.07.2019;1.10.2019;2019;74451855;NV;12/31/2019;;1;2075,7;1;1;2442;2075,7
V5;Agency Plant;Restaurants;Auto;Master Agent V;NE;1.10.2019;1.01.2019;2019;7463409;PA;12/31/2019;;0;;1;1;13533;13533
N/A;Direct;Wholesale Trade;BOP;N/A;NE;1.02.2019;1.08.2019;2019;294813;SC;12/31/2019;;0;;1;1;9370;8058,2
U4;Agency Plant;Wholesale Trade;Auto;Master Agent U;NE;1.06.2019;1.12.2019;2019;100183573;NC;12/31/2019;;0;;1;1;2092;1652,68
N/A;Direct;Consulting;BOP;N/A;SE;1.02.2019;1.12.2019;2019;5233306;ID;12/31/2019;;0;;1;1;6207;5400,09
D6;Agency Plant;Restaurants;WC;Master Agent D;WE;1.08.2019;1.11.2019;2019;54592218;TX;12/31/2019;;1;7073,22;1;1;9186;7073,22
N/A;Direct;Consulting;BOP;N/A;MW;1.10.2019;1.09.2019;2019;73541919;IA;12/31/2019;;1;1757,75;1;1;1975;1757,75
S3;Agency Plant;Technology;Auto;Master Agent S;WE;1.11.2019;1.07.2019;2019;21221618;ID;12/31/2019;;1;1394,02;1;1;1483;1394,02
N/A;Direct;Technology;BOP;N/A;CE;1.10.2019;1.10.2019;2019;95462626;IL;12/31/2019;;0;;1;1;2851;2280,8
N/A;Other;Wholesale Trade;WC;N/A;SE;1.06.2019;1.10.2019;2019;72913559;UT;12/31/2019;;1;2089,8;1;1;1935;2089,8
N/A;Direct;Technology;WC;N/A;MW;1.05.2019;1.06.2019;2019;85541763;NY;12/31/2019;;0;;1;1;2026;1985,48
N/A;Direct;Restaurants;BOP;N/A;WE;1.10.2019;1.09.2019;2019;24602295;NC;12/31/2019;;0;;1;1;3404;2553
T8;Agency Plant;Wholesale Trade;WC;Master Agent T;NE;1.12.2019;1.07.2019;2019;113972595;FL;12/31/2019;;1;5727,83;1;1;6901;5727,83
N/A;Direct;Retail Trade;Auto;N/A;WE;1.03.2019;1.12.2019;2019;48173741;NV;12/31/2019;;1;1498,68;1;1;1629;1498,68
F3;Agency Plant;Retail Trade;Auto;Master Agent F;CE;1.10.2019;1.08.2019;2019;541915;NC;12/31/2019;;1;2550,72;1;1;2657;2550,72
X7;Agency Plant;Transportation;WC;Master Agent X;MW;1.01.2019;1.10.2019;2019;79774274;NY;12/31/2019;;0;;1;1;2387;1814,12
N/A;Direct;Wholesale Trade;WC;N/A;NE;1.03.2019;1.03.2019;2019;39191274;MI;12/31/2019;;1;3373,04;1;1;3833;3373,04
Y4;Agency Plant;Technology;BOP;Master Agent Y;CE;1.02.2019;1.10.2019;2019;109151094;FL;12/31/2019;;1;1284,66;1;1;1647;1284,66
F1;Agency Plant;Restaurants;BOP;Master Agent F;SE;1.06.2019;1.01.2019;2019;80691214;TX;12/31/2019;;1;3905,5;1;1;3650;3905,5
N/A;Direct;Restaurants;BOP;N/A;NE;1.08.2019;1.10.2019;2019;89242260;FL;12/31/2019;;0;;1;1;14792;13460,72
X3;Agency Plant;Technology;Auto;Master Agent X;WE;1.06.2019;1.01.2019;2019;47414200;TX;12/31/2019;;0;;1;1;3827;3673,92
N/A;Direct;Finance & Insurance;WC;N/A;NE;1.02.2019;1.10.2019;2019;31951924;NC;12/31/2019;;1;3483;1;1;4050;3483
N/A;Other;Wholesale Trade;WC;N/A;CE;1.09.2019;1.01.2019;2019;89734548;NJ;12/31/2019;;0;;1;1;7928;8007,28
Z7;Agency Plant;Finance & Insurance;BOP;Master Agent Z;SE;1.11.2019;1.01.2019;2019;14302494;SC;12/31/2019;;1;2603,48;1;1;2684;2603,48
N/A;Other;Retail Trade;BOP;N/A;SE;1.09.2019;1.12.2019;2019;1341955;NY;12/31/2019;;0;;1;1;783;798,66
O8;Agency Plant;Consulting;BOP;Master Agent O;NE;1.10.2019;1.11.2019;2019;12190221;SC;12/31/2019;;1;5993;1;1;5993;5993
U6;Agency Plant;Technology;BOP;Master Agent U;WE;1.11.2019;1.11.2019;2019;42631343;NY;12/31/2019;;1;2559,75;1;1;3413;2559,75
K1;Agency Plant;Technology;BOP;Master Agent K;SE;1.07.2019;1.11.2019;2019;15202992;SC;12/31/2019;;0;;1;1;2931;2432,73
I7;Agency Plant;Construction;Auto;Master Agent I;SE;1.08.2019;1.03.2019;2019;161048;NJ;12/31/2019;;1;12586,72;1;1;12976;12586,72
S7;Agency Plant;Agriculture;BOP;Master Agent S;NE;1.08.2019;1.03.2019;2019;1542216;LA;12/31/2019;;0;;1;1;9007;7926,16
